,POSTAL,ENVIOS,TOTAL,CANTIDAD,LATITUDE,LONGITUDE,LUGAR,ESTADO,COLONIA,VENTA,SUCURSAL
1,01000,1,484.0,1.0,19.3587,-99.2033,Álvaro Obregón,Distrito Federal,San Ángel,$484.00,INTERNET
2,01010,1,808.52,3.0,19.3569,-99.21,Álvaro Obregón,Distrito Federal,Los Alpes,$808.52,INTERNET
3,01020,2,5273.0,9.0,19.5161,-99.1419,Álvaro Obregón,Distrito Federal,Guadalupe Inn,"$5,273.00",INTERNET
4,01030,3,613.0,3.0,19.3567,-99.17835,Álvaro Obregón,Distrito Federal,"Axotla, Florida",$613.00,INTERNET
5,01049,1,1375.0,5.0,19.3536,-99.1969,Álvaro Obregón,Distrito Federal,Tlacopac,"$1,375.00",INTERNET
6,01060,1,127.27,2.0,19.3469,-99.1913,Álvaro Obregón,Distrito Federal,"Altavista, San Ángel Inn",$127.27,INTERNET
7,01080,2,2077.04,8.0,19.3354,-99.2034,Álvaro Obregón,Distrito Federal,Progreso Tizapan,"$2,077.04",INTERNET
8,01090,2,734.94,2.0,19.3399,-99.198,Álvaro Obregón,Distrito Federal,"Tizapan, La Otra Banda, Loreto",$734.94,INTERNET
9,01110,1,469.0,1.0,19.3962,-99.211,Álvaro Obregón,Distrito Federal,"Liberales de 1857, Ampliación El Capulín, El Capulín, Belém de las Flores",$469.00,INTERNET
10,01210,1,174.5,1.0,19.3741,-99.2563,Álvaro Obregón,Distrito Federal,Santa Fe,$174.50,INTERNET
11,01330,1,1182.1,3.0,19.3704,-99.2675,Álvaro Obregón,Distrito Federal,Paseo de las Lomas,"$1,182.10",INTERNET
12,01410,1,328.52,3.0,19.36305,-99.2065,Álvaro Obregón,Distrito Federal,"Barrio Norte, Palmas",$328.52,INTERNET
13,01420,1,55.0,1.0,19.38115,-99.1949,Álvaro Obregón,Distrito Federal,"Sacramento, Santa María Nonoalco",$55.00,INTERNET
14,01460,1,683.02,2.0,19.376,-99.1954,Álvaro Obregón,Distrito Federal,Alfonso XIII,$683.02,INTERNET
15,01588,1,257.2,1.0,19.3503,-99.2491,Álvaro Obregón,Distrito Federal,Tarango,$257.20,INTERNET
16,01619,1,174.5,1.0,19.3588,-99.2251,Álvaro Obregón,Distrito Federal,"La Martinica, Rinconada de Tarango",$174.50,INTERNET
17,01620,1,411.46,3.0,19.3477,-99.2544,Álvaro Obregón,Distrito Federal,Lomas de Tarango,$411.46,INTERNET
18,01700,1,294.0,1.0,19.3407,-99.2286,Álvaro Obregón,Distrito Federal,"Tetelpan, San Agustín del Pueblo Tetelpan, La Joyita del Pueblo Tetelpan, Tecalcapa del Pueblo Tetelpan, Ocotillos del Pueblo Tetelpan, 2a Del Moral del Pueblo de Tetelpan",$294.00,INTERNET
19,01710,3,2339.65,13.0,19.3479,-99.2232,Álvaro Obregón,Distrito Federal,"Las Águilas, Ampliación Alpes","$2,339.65",INTERNET
20,01730,1,619.52,2.0,19.3464,-99.2331,Álvaro Obregón,Distrito Federal,"Lomas de las Águilas, Puente Colorado",$619.52,INTERNET
21,01780,2,880.04,4.0,19.3386,-99.2183,Álvaro Obregón,Distrito Federal,"Tizampampano del Pueblo Tetelpan, Olivar de los Padres",$880.04,INTERNET
22,01800,1,358.52,2.0,19.3324,-99.2716,Álvaro Obregón,Distrito Federal,San Bartolo Ameyalco,$358.52,INTERNET
23,01810,1,297.93,2.0,19.3394,-99.2561,Álvaro Obregón,Distrito Federal,Villa Verdún,$297.93,INTERNET
24,01840,2,883.75,3.0,19.3303,-99.2484,Álvaro Obregón,Distrito Federal,Torres de Potrero,$883.75,INTERNET
25,01900,2,1967.52,6.0,19.3197,-99.2099,Álvaro Obregón,Distrito Federal,Jardines del Pedregal,"$1,967.52",INTERNET
26,02080,1,313.72,2.0,19.468,-99.1801,Azcapotzalco,Distrito Federal,"Clavería, Sector Naval",$313.72,INTERNET
27,02090,1,2860.0,7.0,19.4614,-99.1849,Azcapotzalco,Distrito Federal,San Álvaro,"$2,860.00",INTERNET
28,02100,1,36.0,1.0,19.5086,-99.2042,Azcapotzalco,Distrito Federal,"El Rosario, Los Oyameles",$36.00,INTERNET
29,02150,1,682.5,2.0,19.4945,-99.196,Azcapotzalco,Distrito Federal,"Azcapotzalco Pasteros, Pasteros",$682.50,INTERNET
30,02200,1,89.0,1.0,19.494,-99.1876,Azcapotzalco,Distrito Federal,Reynosa Tamaulipas,$89.00,INTERNET
31,02230,2,3668.25,8.0,19.4999,-99.1797,Azcapotzalco,Distrito Federal,Santa Bárbara,"$3,668.25",INTERNET
32,02240,2,1239.1,7.0,19.495833333333334,-99.16816666666666,Azcapotzalco,Distrito Federal,"San Andrés Fase II, San Andrés, Ticoman","$1,239.10",INTERNET
33,02300,1,301.57,2.0,19.4853,-99.1821,Azcapotzalco,Distrito Federal,Industrial Vallejo,$301.57,INTERNET
34,02400,1,235.0,1.0,19.4897,-99.2046,Azcapotzalco,Distrito Federal,"Rinconada el Olivar, San Juan Tlihuaca",$235.00,INTERNET
35,02410,1,125.1,1.0,19.5034,-99.2095,Azcapotzalco,Distrito Federal,Prados del Rosario,$125.10,INTERNET
36,02470,1,545.02,3.0,19.483,-99.1953,Azcapotzalco,Distrito Federal,Ampliación Petrolera,$545.02,INTERNET
37,02530,1,69.0,1.0,19.4733,-99.1747,Azcapotzalco,Distrito Federal,Jardín Azpeitia,$69.00,INTERNET
38,02660,1,407.22,3.0,19.4772,-99.1607,Azcapotzalco,Distrito Federal,Euzkadi,$407.22,INTERNET
39,02800,1,603.75,1.0,19.4625,-99.1682,Azcapotzalco,Distrito Federal,Nueva Santa María,$603.75,INTERNET
40,03000,1,618.52,3.0,19.4026,-99.1547,Benito Juárez,Distrito Federal,Piedad Narvarte,$618.52,INTERNET
41,03020,10,5219.72,18.0,19.400350000000003,-99.14485,Benito Juárez,Distrito Federal,"Esperanza, Narvarte Poniente","$5,219.72",INTERNET
42,03023,5,1909.8,6.0,19.3925,-99.1495,Benito Juárez,Distrito Federal,"Unidad Narvarte IMSS, Narvarte Oriente","$1,909.80",INTERNET
43,03100,11,5437.639999999999,31.0,19.3831,-99.1743,Benito Juárez,Distrito Federal,"Del Valle Centro, Insurgentes San Borja","$5,437.64",INTERNET
44,03103,1,848.0,2.0,19.3654,-99.1446,Benito Juárez,Distrito Federal,Del Valle Norte,$848.00,INTERNET
45,03104,2,978.04,4.0,19.3806,-99.1611,Benito Juárez,Distrito Federal,Del Valle Sur,$978.04,INTERNET
46,03200,1,468.52,8.0,19.3833,-99.1667,Benito Juárez,Distrito Federal,Tlacoquemécatl,$468.52,INTERNET
47,03230,1,421.34,1.0,19.3685,-99.179,Benito Juárez,Distrito Federal,Actipan,$421.34,INTERNET
48,03300,5,3632.7799999999997,12.0,19.3663,-99.1622,Benito Juárez,Distrito Federal,Portales Sur,"$3,632.78",INTERNET
49,03303,1,446.77,2.0,19.3663,-99.1622,Benito Juárez,Distrito Federal,Portales Norte,$446.77,INTERNET
50,03310,2,2460.66,10.0,19.3686,-99.1622,Benito Juárez,Distrito Federal,Santa Cruz Atoyac,"$2,460.66",INTERNET
51,03330,2,1083.3,4.0,19.362,-99.1668,Benito Juárez,Distrito Federal,Xoco,"$1,083.30",INTERNET
52,03340,2,1317.4499999999998,9.0,19.3663,-99.1622,Benito Juárez,Distrito Federal,General Pedro María Anaya,"$1,317.45",INTERNET
53,03400,1,1540.0,5.0,19.3975,-99.1422,Benito Juárez,Distrito Federal,Álamos,"$1,540.00",INTERNET
54,03520,1,960.0,4.0,19.3902,-99.1359,Benito Juárez,Distrito Federal,Iztaccihuatl,$960.00,INTERNET
55,03530,1,139.0,1.0,19.3874,-99.1363,Benito Juárez,Distrito Federal,Villa de Cortes,$139.00,INTERNET
56,03630,4,1364.52,8.0,19.3799,-99.1479,Benito Juárez,Distrito Federal,Independencia,"$1,364.52",INTERNET
57,03660,1,61.5,1.0,19.375,-99.1451,Benito Juárez,Distrito Federal,San Simón Ticumac,$61.50,INTERNET
58,03700,3,1251.0,5.0,19.381,-99.1929,Benito Juárez,Distrito Federal,Santa María Nonoalco,"$1,251.00",INTERNET
59,03800,1,870.22,5.0,19.3901,-99.1847,Benito Juárez,Distrito Federal,San Pedro de los Pinos,$870.22,INTERNET
60,03810,1,680.0,1.0,19.3928,-99.1729,Benito Juárez,Distrito Federal,Nápoles,$680.00,INTERNET
61,03820,1,299.25,3.0,19.3899,-99.1785,Benito Juárez,Distrito Federal,8 de Agosto,$299.25,INTERNET
62,03900,1,345.9,2.0,19.3663,-99.1852,Benito Juárez,Distrito Federal,San José Insurgentes,$345.90,INTERNET
63,03910,1,159.0,1.0,19.373,-99.1888,Benito Juárez,Distrito Federal,Mixcoac,$159.00,INTERNET
64,04000,1,169.0,1.0,19.34,-99.1617,Coyoacán,Distrito Federal,Villa Coyoacán,$169.00,INTERNET
65,04010,1,399.0,1.0,19.3175,-99.1327,Coyoacán,Distrito Federal,Barrio Santa Catarina,$399.00,INTERNET
66,04030,1,585.34,1.0,19.3175,-99.1327,Coyoacán,Distrito Federal,Barrio San Lucas,$585.34,INTERNET
67,04100,25,9975.15,38.0,19.4206,-99.1815,Coyoacán,Distrito Federal,Del Carmen,"$9,975.15",INTERNET
68,04120,3,397.0,3.0,19.4049,-99.17105,Coyoacán,Distrito Federal,"San Mateo, San Diego Churubusco",$397.00,INTERNET
69,04230,1,1054.65,3.0,19.35,-99.15,Coyoacán,Distrito Federal,Prado Churubusco,"$1,054.65",INTERNET
70,04260,2,639.0,2.0,19.3455,-99.1326,Coyoacán,Distrito Federal,"San Francisco Culhuacán Barrio de San Francisco, San Francisco Culhuacán Barrio de Santa Ana, San Francisco Culhuacán Barrio de La Magdalena, San Francisco Culhuacán Barrio de San Juan",$639.00,INTERNET
71,04310,1,76.45,1.0,19.34305,-99.1743,Coyoacán,Distrito Federal,"Monte de Piedad, Romero de Terreros",$76.45,INTERNET
72,04318,1,109.0,1.0,19.342,-99.1797,Coyoacán,Distrito Federal,Barrio Oxtopulco Universidad,$109.00,INTERNET
73,04360,1,57.4,1.0,19.3338,-99.1794,Coyoacán,Distrito Federal,"Copilco Universidad, Copilco El Alto",$57.40,INTERNET
74,04370,1,375.56,2.0,19.337566666666664,-99.14483333333334,Coyoacán,Distrito Federal,"Ciudad Jardín, Xotepingo 101, Atlántida",$375.56,INTERNET
75,04380,1,415.52,2.0,19.41765,-99.1773,Coyoacán,Distrito Federal,"El Rosario, Pueblo La Candelaria",$415.52,INTERNET
76,04400,3,714.0,7.0,19.3344,-99.1333,Coyoacán,Distrito Federal,Educación,$714.00,INTERNET
77,04460,3,1541.1100000000001,6.0,19.3288,-99.1347,Coyoacán,Distrito Federal,Avante,"$1,541.11",INTERNET
78,04480,3,2269.04,6.0,19.3277,-99.1218,Coyoacán,Distrito Federal,"Culhuacán CTM Sección X-A, Culhuacán CTM Sección III, Culhuacán CTM Sección VI, Culhuacán CTM CROC","$2,269.04",INTERNET
79,04530,2,772.0,3.0,19.3003,-99.1959,Coyoacán,Distrito Federal,Insurgentes Cuicuilco,$772.00,INTERNET
80,04600,5,1629.24,9.0,19.3036,-99.1726,Coyoacán,Distrito Federal,Pedregal de Santa Úrsula,"$1,629.24",INTERNET
81,04620,2,914.0,4.0,19.3148,-99.151,Coyoacán,Distrito Federal,Pueblo de San Pablo Tepetlapa,$914.00,INTERNET
82,04630,1,229.0,1.0,19.319,-99.15,Coyoacán,Distrito Federal,Adolfo Ruiz Cortínes,$229.00,INTERNET
83,04700,2,429.0,2.0,19.3079,-99.1735,Coyoacán,Distrito Federal,"Villa Panamericana, Pedregal de Carrasco",$429.00,INTERNET
84,04909,1,1661.0,7.0,19.2112,-99.0508,Coyoacán,Distrito Federal,"Culhuacán CTM Sección IX-A, Culhuacán CTM Sección IX-B, Culhuacán CTM Sección VIII","$1,661.00",INTERNET
85,04980,1,279.0,1.0,19.3068,-99.13846666666666,Coyoacán,Distrito Federal,"Ex-Ejido de Santa Úrsula Coapa, Viejo Ejido de Santa Úrsula Coapa, Ex-Hacienda Coapa",$279.00,INTERNET
86,05000,2,361.0,2.0,19.3692,-99.2909,Cuajimalpa de Morelos,Distrito Federal,Cuajimalpa,$361.00,INTERNET
87,05100,1,626.25,1.0,19.3792,-99.2703,Cuajimalpa de Morelos,Distrito Federal,Lomas de Vista Hermosa,$626.25,INTERNET
88,05120,2,1042.45,4.0,19.3789,-99.2659,Cuajimalpa de Morelos,Distrito Federal,Bosques de las Lomas,"$1,042.45",INTERNET
89,05320,1,390.21,2.0,19.3615,-99.2844,Cuajimalpa de Morelos,Distrito Federal,El Yaqui,$390.21,INTERNET
90,05348,1,500.52,2.0,19.3571,-99.2868,Cuajimalpa de Morelos,Distrito Federal,Santa Fe Cuajimalpa,$500.52,INTERNET
91,05410,1,459.52,2.0,19.33,-99.3272,Cuajimalpa de Morelos,Distrito Federal,"San Lorenzo Acopilco, 1° de Mayo",$459.52,INTERNET
92,05500,1,226.52,2.0,19.3463,-99.2958,Cuajimalpa de Morelos,Distrito Federal,Contadero,$226.52,INTERNET
93,05600,2,1383.52,4.0,19.3437,-99.2769,Cuajimalpa de Morelos,Distrito Federal,San Mateo Tlaltenango,"$1,383.52",INTERNET
94,06010,1,109.0,1.0,19.4364,-99.1553,Cuauhtémoc,Distrito Federal,Centro (Área 2),$109.00,INTERNET
95,06030,2,333.0,2.0,19.4364,-99.1553,Cuauhtémoc,Distrito Federal,Tabacalera,$333.00,INTERNET
96,06040,1,369.0,1.0,19.4364,-99.1553,Cuauhtémoc,Distrito Federal,Centro (Área 4),$369.00,INTERNET
97,06050,84,33222.6,135.0,19.4364,-99.1553,Cuauhtémoc,Distrito Federal,Centro (Área 5),"$33,222.60",INTERNET
98,06090,1,103.2,1.0,19.4364,-99.1553,Cuauhtémoc,Distrito Federal,Centro (Área 9),$103.20,INTERNET
99,06100,1,255.02,2.0,19.4121,-99.1795,Cuauhtémoc,Distrito Federal,Hipódromo,$255.02,INTERNET
100,06140,1,194.77,2.0,19.4121,-99.1795,Cuauhtémoc,Distrito Federal,Condesa,$194.77,INTERNET
101,06170,2,727.5,2.0,19.4121,-99.1795,Cuauhtémoc,Distrito Federal,Hipódromo Condesa,$727.50,INTERNET
102,06400,4,1345.59,7.0,19.4471,-99.1599,Cuauhtémoc,Distrito Federal,Santa María la Ribera,"$1,345.59",INTERNET
103,06470,1,169.0,1.0,19.4556,-99.155,Cuauhtémoc,Distrito Federal,San Rafael,$169.00,INTERNET
104,06500,1,489.52,2.0,19.4451,-99.1461,Cuauhtémoc,Distrito Federal,Cuauhtémoc,$489.52,INTERNET
105,06700,10,8539.27,35.0,19.4181,-99.1634,Cuauhtémoc,Distrito Federal,Roma Norte,"$8,539.27",INTERNET
106,06720,1,195.0,1.0,19.4165,-99.1493,Cuauhtémoc,Distrito Federal,Doctores,$195.00,INTERNET
107,06760,2,297.75,2.0,19.4058,-99.1626,Cuauhtémoc,Distrito Federal,Roma Sur,$297.75,INTERNET
108,06880,1,934.52,4.0,19.4053,-99.1408,Cuauhtémoc,Distrito Federal,Algarin,$934.52,INTERNET
109,06900,2,342.26,2.0,19.4532,-99.1424,Cuauhtémoc,Distrito Federal,Nonoalco Tlatelolco,$342.26,INTERNET
110,07010,1,4967.65,19.0,19.49413333333333,-99.11416666666666,Gustavo A. Madero,Distrito Federal,"Tepetates, Rosas del Tepeyac, Santa Isabel Tola","$4,967.65",INTERNET
111,07040,1,239.77,2.0,19.4973,-99.0968,Gustavo A. Madero,Distrito Federal,Santiago Atzacoalco,$239.77,INTERNET
112,07080,1,269.0,1.0,19.4992,-99.0992,Gustavo A. Madero,Distrito Federal,Gabriel Hernández,$269.00,INTERNET
113,07140,1,614.0,2.0,19.5683,-99.1311,Gustavo A. Madero,Distrito Federal,"Arboledas, Forestal I, Forestal, Ampliación Arboledas",$614.00,INTERNET
114,07144,2,4406.15,13.0,19.5683,-99.1311,Gustavo A. Madero,Distrito Federal,"La Lengüeta, Forestal II","$4,406.15",INTERNET
115,07190,1,75.0,1.0,19.5465,-99.1404,Gustavo A. Madero,Distrito Federal,Valle de Madero,$75.00,INTERNET
116,07280,1,127.5,1.0,19.5264,-99.1429,Gustavo A. Madero,Distrito Federal,"Zona Militar, Jorge Negrete",$127.50,INTERNET
117,07300,1,189.52,2.0,19.5039,-99.1325,Gustavo A. Madero,Distrito Federal,"Lindavista Norte, Lindavista Sur",$189.52,INTERNET
118,07320,2,2436.65,4.0,19.5119,-99.137975,Gustavo A. Madero,Distrito Federal,"FOVISSSTE, Residencial la Escalera, La Purísima Ticomán, La Escalera","$2,436.65",INTERNET
119,07400,1,117.72,2.0,19.4888,-99.0978,Gustavo A. Madero,Distrito Federal,Salvador Díaz Mirón,$117.72,INTERNET
120,07410,1,173.0,1.0,19.5047,-99.1029,Gustavo A. Madero,Distrito Federal,"Juan González Romero, Villa Hermosa",$173.00,INTERNET
121,07469,1,159.0,1.0,19.4832,-99.1006,Gustavo A. Madero,Distrito Federal,Constitución de La República,$159.00,INTERNET
122,07480,1,152.0,1.0,19.473,-99.0968,Gustavo A. Madero,Distrito Federal,San Pedro El Chico,$152.00,INTERNET
123,07510,1,578.52,2.0,19.5041,-99.1159,Gustavo A. Madero,Distrito Federal,San Felipe de Jesús,$578.52,INTERNET
124,07530,1,229.0,1.0,19.4857,-99.0789,Gustavo A. Madero,Distrito Federal,"Éxito Enseñanza y Triunfo, Campestre Aragón",$229.00,INTERNET
125,07570,1,229.27,2.0,19.4662,-99.0588,Gustavo A. Madero,Distrito Federal,Villa de Aragón,$229.27,INTERNET
126,07600,3,388.0,3.0,19.5189,-99.1584,Gustavo A. Madero,Distrito Federal,Progreso Nacional,$388.00,INTERNET
127,07760,1,206.62,2.0,19.4822,-99.1467,Gustavo A. Madero,Distrito Federal,Magdalena de las Salinas,$206.62,INTERNET
128,07840,2,405.52,3.0,19.4674,-99.1204,Gustavo A. Madero,Distrito Federal,"Guadalupe Tepeyac, 7 de Noviembre",$405.52,INTERNET
129,07850,1,768.4,2.0,19.466700000000003,-99.1076,Gustavo A. Madero,Distrito Federal,"Faja de Oro, Bondojito",$768.40,INTERNET
130,07860,1,290.52,2.0,19.465,-99.11505,Gustavo A. Madero,Distrito Federal,"Tablas de San Agustín, La Joyita",$290.52,INTERNET
131,07870,2,2715.17,9.0,19.47025,-99.13295,Gustavo A. Madero,Distrito Federal,"Guadalupe Insurgentes, Vallejo","$2,715.17",INTERNET
132,07960,1,139.0,1.0,19.453100000000003,-99.09786666666666,Gustavo A. Madero,Distrito Federal,"Héroes de Cerro Prieto, Fernando Casas Alemán, Ex Escuela de Tiro",$139.00,INTERNET
133,08100,2,639.52,3.0,19.4121,-99.0643,Iztacalco,Distrito Federal,Agrícola Pantitlán,$639.52,INTERNET
134,08200,1,159.0,1.0,19.4006,-99.1319,Iztacalco,Distrito Federal,Viaducto Piedad,$159.00,INTERNET
135,08210,1,485.02,3.0,19.3985,-99.1261,Iztacalco,Distrito Federal,Nueva Santa Anita,$485.02,INTERNET
136,08220,1,936.0,4.0,19.3969,-99.0943,Iztacalco,Distrito Federal,San Pedro,$936.00,INTERNET
137,08240,1,442.5,1.0,19.3919,-99.1251,Iztacalco,Distrito Federal,Santiago Norte,$442.50,INTERNET
138,08400,3,1368.54,6.0,19.4024,-99.0971,Iztacalco,Distrito Federal,"Granjas México, Mario Moreno, Granjas Princess","$1,368.54",INTERNET
139,08700,1,388.52,2.0,19.392,-99.1089,Iztacalco,Distrito Federal,Juventino Rosas,$388.52,INTERNET
140,08800,1,119.0,1.0,19.3884,-99.1252,Iztacalco,Distrito Federal,Santiago Sur,$119.00,INTERNET
141,08810,1,428.52,2.0,19.3885,-99.1311,Iztacalco,Distrito Federal,Reforma Iztaccíhuatl Norte,$428.52,INTERNET
142,08840,1,314.3,1.0,19.3776,-99.1282,Iztacalco,Distrito Federal,Reforma Iztaccíhuatl Sur,$314.30,INTERNET
143,08920,1,99.0,1.0,19.3877,-99.1172,Iztacalco,Distrito Federal,Jardines Tecma,$99.00,INTERNET
144,09000,2,835.52,5.0,19.360342857142857,-99.08097142857144,Iztapalapa,Distrito Federal,"La Asunción, San Pedro, San Pablo, San Lucas, Santa Bárbara, San José, San Ignacio",$835.52,INTERNET
145,09040,1,1612.0,5.0,19.3748,-99.115,Iztapalapa,Distrito Federal,"Paseos de Churubusco FOVISSSTE, Central de Abasto","$1,612.00",INTERNET
146,09060,6,4487.6,13.0,19.36505,-99.11515,Iztapalapa,Distrito Federal,"Sector Popular, Escuadrón 201","$4,487.60",INTERNET
147,09089,1,204.44,1.0,19.3667,-99.1167,Iztapalapa,Distrito Federal,Unidad Modelo,$204.44,INTERNET
148,09099,1,639.52,2.0,19.357,-99.1204,Iztapalapa,Distrito Federal,Mexicaltzingo,$639.52,INTERNET
149,09130,1,1227.52,4.0,19.3834,-99.0272,Iztapalapa,Distrito Federal,San Lorenzo Xicotencatl,"$1,227.52",INTERNET
150,09200,3,3163.73,30.0,19.3545,-99.1215,Iztapalapa,Distrito Federal,Unidad Vicente Guerrero,"$3,163.73",INTERNET
151,09210,1,19.0,1.0,19.392,-99.0544,Iztapalapa,Distrito Federal,"Tepalcates, Moras Primavera, Tepalcates I",$19.00,INTERNET
152,09270,1,517.5,1.0,19.3466,-99.0554,Iztapalapa,Distrito Federal,Colonial Iztapalapa,$517.50,INTERNET
153,09310,2,967.8199999999999,3.0,19.3814,-99.0891,Iztapalapa,Distrito Federal,"Leyes de Reforma 3a Sección, Leyes de Reforma 1a Sección, Leyes de Reforma 2a Sección",$967.82,INTERNET
154,09360,1,1904.44,1.0,19.37048,-99.04912,Iztapalapa,Distrito Federal,"INFONAVIT, San Miguel, Ampliación San Miguel, Hidalgo y Mina, Ermita Iztapalapa","$1,904.44",INTERNET
155,09430,3,1080.01,5.0,19.3792,-99.1181,Iztapalapa,Distrito Federal,"El Triunfo, Apatlaco","$1,080.01",INTERNET
156,09450,1,233.02,2.0,19.3628,-99.1371,Iztapalapa,Distrito Federal,Banjidal,$233.02,INTERNET
157,09620,1,1536.5,2.0,19.3532,-98.9979,Iztapalapa,Distrito Federal,Lomas de Zaragoza,"$1,536.50",INTERNET
158,09640,1,519.0,1.0,19.34135,-99.03205,Iztapalapa,Distrito Federal,"Lomas de la Estancia, Xalpa",$519.00,INTERNET
159,09680,3,1612.56,6.0,19.3292,-99.0211,Iztapalapa,Distrito Federal,Tenorios,"$1,612.56",INTERNET
160,09730,1,453.82,2.0,19.3391,-99.0317,Iztapalapa,Distrito Federal,"Sierra del Valle, Reforma Política",$453.82,INTERNET
161,09760,1,224.5,2.0,19.3252,-99.0569,Iztapalapa,Distrito Federal,"Presidentes y Plaza de La Constitución, Consejo Agrarista Mexicano",$224.50,INTERNET
162,09780,1,49.0,1.0,19.356683333333333,-99.07795,Iztapalapa,Distrito Federal,"El Árbol FOVISSSTE, Fividesu Avenida 3, El Tesoro, Lomas de San Lorenzo, INFONAVIT, Año de Juárez",$49.00,INTERNET
163,09800,1,75.0,1.0,19.35720909090909,-99.11869090909092,Iztapalapa,Distrito Federal,"Valle de Luces, Fuego Nuevo, San Antonio Culhuacán, San Simón Culhuacán, Barrio San Antonio Culhuacán, Estrella Culhuacán, Pueblo Culhuacán, San Marcos, El Mirador, Barrio Tula, Predio Maravillas",$75.00,INTERNET
164,09810,2,914.72,4.0,19.353025,-99.1121,Iztapalapa,Distrito Federal,"Los Cipreses, Granjas Esmeralda, Minerva, Progreso del Sur",$914.72,INTERNET
165,09820,1,149.0,1.0,19.35248,-99.09908,Iztapalapa,Distrito Federal,"Santa Isabel Industrial, La Mora Grande, Ricardo Flores Magón, El Santuario, Estrella del Sur",$149.00,INTERNET
166,09830,1,165.0,1.0,19.347066666666667,-99.0802,Iztapalapa,Distrito Federal,"El Molino, Jesús Vela, Paraje San Juan, Los Ángeles, Lomas El Manto, El Manto",$165.00,INTERNET
167,09850,3,2687.14,10.0,19.33548,-99.10877,Iztapalapa,Distrito Federal,"Carolinas, Cedros, Popular Oriente, Lirios FOVISSSTE, Predio Nautla, Naranjos, Vikingos, Santa María del Monte, San Juan Xalpa, San Nicolás Tolentino","$2,687.14",INTERNET
168,09890,1,705.6,2.0,19.3164,-99.0914,Iztapalapa,Distrito Federal,Lomas Estrella,$705.60,INTERNET
169,09910,1,532.0,1.0,19.4284,-99.10575,Iztapalapa,Distrito Federal,"Los Mirasoles, La Esperanza",$532.00,INTERNET
170,09920,1,2502.0,8.0,19.306,-99.0818,Iztapalapa,Distrito Federal,José López Portillo,"$2,502.00",INTERNET
171,09930,2,1261.97,5.0,19.3491,-99.0569,Iztapalapa,Distrito Federal,El Rosario,"$1,261.97",INTERNET
172,10000,1,2755.0,8.0,19.3155,-99.2406,La Magdalena Contreras,Distrito Federal,Lomas Quebradas,"$2,755.00",INTERNET
173,10010,1,567.77,3.0,19.269,-99.2684,La Magdalena Contreras,Distrito Federal,"La Malinche, San Bartolo Ameyalco",$567.77,INTERNET
174,10500,1,582.0,1.0,19.3061,-99.2392,La Magdalena Contreras,Distrito Federal,Barrio San Francisco,$582.00,INTERNET
175,10710,1,522.52,2.0,19.3101,-99.2276,La Magdalena Contreras,Distrito Federal,Santa Teresa,$522.52,INTERNET
176,10900,1,298.0,1.0,19.2971,-99.2436,La Magdalena Contreras,Distrito Federal,San Nicolás Totolapan,$298.00,INTERNET
177,11000,4,3579.29,10.0,19.4234,-99.2033,Miguel Hidalgo,Distrito Federal,"Lomas de Chapultepec I Sección, Lomas de Chapultepec VIII Sección, Lomas de Chapultepec IV Sección, Lomas de Chapultepec II Sección, Lomas de Chapultepec III Sección, Lomas de Chapultepec V Sección, Lomas de Chapultepec VI Sección, Lomas de Chapultepec VII Sección","$3,579.29",INTERNET
178,11200,1,129.0,1.0,19.43895,-99.20995,Miguel Hidalgo,Distrito Federal,"Lomas Hermosa, Lomas de Sotelo",$129.00,INTERNET
179,11320,3,2032.74,5.0,19.4514,-99.1723,Miguel Hidalgo,Distrito Federal,"Anáhuac I Sección, Anáhuac II Sección","$2,032.74",INTERNET
180,11410,1,39.0,1.0,19.45595,-99.1903,Miguel Hidalgo,Distrito Federal,"Tacuba, Legaria",$39.00,INTERNET
181,11520,2,256.56,2.0,19.4407,-99.1964,Miguel Hidalgo,Distrito Federal,Granada,$256.56,INTERNET
182,11550,1,6727.5,13.0,19.4343,-99.1933,Miguel Hidalgo,Distrito Federal,Polanco IV Sección,"$6,727.50",INTERNET
183,11560,2,408.52,4.0,19.4343,-99.1933,Miguel Hidalgo,Distrito Federal,Polanco V Sección,$408.52,INTERNET
184,11590,1,1130.0,4.0,19.4311,-99.1775,Miguel Hidalgo,Distrito Federal,Anzures,"$1,130.00",INTERNET
185,11800,5,1860.0900000000001,9.0,19.4043,-99.1928,Miguel Hidalgo,Distrito Federal,"Escandón II Sección, Escandón I Sección","$1,860.09",INTERNET
186,11850,4,3076.25,10.0,19.4043,-99.1928,Miguel Hidalgo,Distrito Federal,"San Miguel Chapultepec I Sección, San Miguel Chapultepec II Sección","$3,076.25",INTERNET
187,11860,1,999.0,1.0,19.4051,-99.1935,Miguel Hidalgo,Distrito Federal,Observatorio,$999.00,INTERNET
188,11870,1,208.0,1.0,19.4002,-99.1881,Miguel Hidalgo,Distrito Federal,Tacubaya,$208.00,INTERNET
189,13200,1,340.52,2.0,19.277,-99.0028,Tláhuac,Distrito Federal,Miguel Hidalgo,$340.52,INTERNET
190,13210,1,629.0,1.0,19.277,-99.0028,Tláhuac,Distrito Federal,Los Olivos,$629.00,INTERNET
191,13270,1,1738.9,9.0,19.2875,-99.06,Tláhuac,Distrito Federal,"Cooperativa C.I.A.N.I., Del Mar","$1,738.90",INTERNET
