,POSTAL,ENVIOS,TOTAL,CANTIDAD,LATITUDE,LONGITUDE,LUGAR,ESTADO,COLONIA,VENTA,SUCURSAL
811,97000,4,4869.4,18.0,20.987466666666663,-89.71743333333332,Mérida,Yucatán,"Merida Centro, Privada Garcia Gineres C - 29, La Quinta, Privada Del Maestro, Los Cocos, Jardines de San Sebastian","$4,869.40",INTERNET
812,97109,1,655.9300000000001,4.0,20.9598,-89.596,Mérida,Yucatán,"Ferrocarrileros, Jesús Carranza",$655.93,INTERNET
813,97120,1,382.93,2.0,20.965850000000003,-89.606875,Mérida,Yucatán,"Campestre, Ampliación del Norte (1a. Ampliación), Tecnológico, Del Norte",$382.93,INTERNET
814,97158,1,1136.93,4.0,20.8725,-89.551,Mérida,Yucatán,Chuminopolis,"$1,136.93",INTERNET
815,97173,1,544.52,2.0,20.95,-89.6167,Mérida,Yucatán,"Vergel IV, Real San José, Misne III, Vergel III, Vergel II, Vergel I, San Jose Vergel",$544.52,INTERNET
816,97180,1,962.73,3.0,20.9415,-89.6162,Mérida,Yucatán,Vicente Solis,$962.73,INTERNET
817,97203,1,442.93,2.0,20.97577391304348,-89.61797826086958,Mérida,Yucatán,"Magnolias, San Pablo, Almendros, San Pedro Uxmal, San Francisco Chuburna II, Francisco de Montejo, Nueva San Jose Chuburna, Villas las Palmas, Vista Alegre de Chuburna, El Prado, Chuburna de Hidalgo III, Cocoteros, Del Bosque, Industrias No Contaminantes, Privada Palma Corozal, Privada Chuburna de Hidalgo (II), Platino, Nuevo San José, Las Haciendas III, La Castellana, Francisco de Montejo V, Privada Chuburna Plus, Privada Villa Palma Real, Arekas, Privada las Palmas, Lotificacion Chuburna de Hidalgo II, Cordeleros de Chuburna, Chuburna de Hidalgo V, Villas Del Prado, Terranova, Lotificacion Chuburna de Hidalgo I, El Conquistador, Brisas de Chuburna, Arboledas Chuburna, Ampliación Francisco de Montejo, Chuburna de Hidalgo IV, Francisco de Montejo IV, Francisco de Montejo III, Francisco de Montejo II, Camara de La Construcción, Aurea Residencial, Arcos del Sol, Mérida, Rincón Colonial, Puesta del Sol, Tulias de Chuburna",$442.93,INTERNET
818,97246,1,566.9300000000001,2.0,20.921876923076923,-89.71076153846154,Mérida,Yucatán,"Bosques Del Poniente, Mulsay, Los Ángeles, La Reja, Jardines de Nueva Mulsay, Granja Fruticola Susula, Bosques de Mulsay, Juan Pablo II, Mulsay Solidaridad, Xoclan, Xoclan Xbech, Juan Pablo II Cardenales, Angeles II, Anexo Juan Pablo II, Ampliación Juan Pablo II, Bosques de Yucalpeten, Juan Pablo II Secc. Mérida 2000, Xoclan Rejas, México Poniente, Mulsay Polígono, Hacienda Mulsay, Paseos de Opichen, Xoclan Carmelitas, Villas de Tixcacal, San Jose Xoclan, Mulsay de La Magdalena",$566.93,INTERNET
819,97297,2,1516.75,6.0,20.8896,-89.6521,Mérida,Yucatán,"Emiliano Zapata Sur II, Emiliano Zapata Sur, San Antonio Xluch III, Villas Quetzal, San Luis Sur, Emiliano Zapata Sur III, Metropolitana","$1,516.75",INTERNET
820,97302,1,697.9300000000001,3.0,21.10149090909091,-89.64370454545454,Mérida,Yucatán,"Dzityá, Komchén, Temozon Norte, Los Tamarindos, Núcleo Sodzil, Palmequén, Real Montejo, Piedra Antigua, Residencial del Mayab, Residencial Xcanatún, Royal del Parque, San Antonio Residencial, Xotik, Club de Golf La Ceiba, Las Américas, Las Américas II, Las Fincas, Dzidzilché, Sierra Papacal, Chablekal, Sac-Nicté, Xcanatún",$697.93,INTERNET
821,98085,1,616.9300000000001,3.0,22.74581666666667,-102.59537777777778,Zacatecas,Zacatecas,"Lomas del Lago, Ojo de Agua de Meléndrez, Terrazas, Libertadores, El Chabeño, Colinas del Vergel, Cerro de la Virgen, Cerrada del Ángel, Lomas de Cristo, Villas del Padre, El Diamante, Constelaciones, Camino Real, Peñas de la Virgen, Santa Bárbara, El Jaralillo, Suave Patria, Colinas del Padre",$616.93,INTERNET
822,98612,1,457.93,2.0,22.838411864406776,-102.37440169491526,Guadalupe,Zacatecas,"El Triángulo, La Antorcha de Zacatecas, A. C., Jardines de Sauceda, Galerías, Magistrados, Real Del Conde, Villas de Guadalupe, Issstezac, El Universo, Los Conventos, Culturas, Del Bosque, Del Agua, Valle Del Conde, Manuel M Ponce, La Condesa, Valles II, Villas del Rey, Villas Bugambilias, Villas Mariana, Las Villas, Villafontana, Rinconada del Edén, Quinta Santa Teresita, Quinta Santa Martha, Quinta San Rafael, Quinta San Nicolás, Quinta San Jerónimo, Quinta San Gabriel, Quinta San Fernando, Privada Sauceda, Privada Santa Lucía, Privada San Andrés, Privada Real del Sol, Privada La Condesa, Privada de Los Olivos, Montes Azules, Montebello, Magisterial Pedro Ruiz González, Américas 3, Los Conventos II, Américas 4, Ampliación Américas, Brisas del Campo, Las Orquídeas, Quinta Santa Ana, Quinta Santa María, Villas de San Fermín, Quinta Santa Bárbara, FOVISSSTE, Las Américas, Lomas de San Cristóbal, Loma Bonita, San Cosme, Las Torres, Unidad Deportiva, Villa Real, Campo Real, Las Flores",$457.93,INTERNET
823,98619,1,1763.02,9.0,22.76083076923077,-102.45596153846154,Guadalupe,Zacatecas,"Cañada de Bernardez, Gavilanes, Issste Zac 3, Villa de las Flores, Los Pirules, Rinconada de Pirules, Rinconada de los Pinos, Geranios 2da. Sección, Camilo Torres, Cañada Del Sol, Los Geranios, Cañada de La Bufa, Ex Hacienda de Bernardez","$1,763.02",INTERNET
824,99000,3,2157.33,8.0,23.208,-103.0723,Fresnillo,Zacatecas,Fresnillo Centro,"$2,157.33",INTERNET
825,99030,1,476.38,4.0,23.2352,-102.96354,Fresnillo,Zacatecas,"El Parque, Las Américas, Industrial, Buenos Aires, San Miguel",$476.38,INTERNET
826,99467,1,279.0,1.0,22.73455,-102.99065,Jerez,Zacatecas,"Nuevo, Ermita de Guadalupe",$279.00,INTERNET
0,01020,1,423.0,1.0,19.5161,-99.1419,Álvaro Obregón,Distrito Federal,Guadalupe Inn,$423.00,AMAZON
1,01030,4,500.0,2.0,19.3567,-99.17835,Álvaro Obregón,Distrito Federal,"Axotla, Florida",$500.00,AMAZON
2,01110,1,201.0,1.0,19.3962,-99.211,Álvaro Obregón,Distrito Federal,"Liberales de 1857, Ampliación El Capulín, El Capulín, Belém de las Flores",$201.00,AMAZON
3,01210,1,189.0,1.0,19.3741,-99.2563,Álvaro Obregón,Distrito Federal,Santa Fe,$189.00,AMAZON
4,01460,1,199.0,1.0,19.376,-99.1954,Álvaro Obregón,Distrito Federal,Alfonso XIII,$199.00,AMAZON
5,01580,1,268.0,1.0,19.3503,-99.2491,Álvaro Obregón,Distrito Federal,"Rancho Casa Blanca, Bosques de Tarango",$268.00,AMAZON
6,01700,1,275.0,1.0,19.3407,-99.2286,Álvaro Obregón,Distrito Federal,"Tetelpan, San Agustín del Pueblo Tetelpan, La Joyita del Pueblo Tetelpan, Tecalcapa del Pueblo Tetelpan, Ocotillos del Pueblo Tetelpan, 2a Del Moral del Pueblo de Tetelpan",$275.00,AMAZON
7,01730,1,149.0,1.0,19.3464,-99.2331,Álvaro Obregón,Distrito Federal,"Lomas de las Águilas, Puente Colorado",$149.00,AMAZON
8,01770,1,508.0,1.0,19.3348,-99.2342,Álvaro Obregón,Distrito Federal,"La Angostura, San José del Olivar",$508.00,AMAZON
9,01780,1,268.0,1.0,19.3386,-99.2183,Álvaro Obregón,Distrito Federal,"Tizampampano del Pueblo Tetelpan, Olivar de los Padres",$268.00,AMAZON
10,01790,1,455.0,1.0,19.3439,-99.2061,Álvaro Obregón,Distrito Federal,"Lomas de los Ángeles del Pueblo Tetelpan, Lomas de San Ángel Inn",$455.00,AMAZON
11,01900,25,2670.0,5.0,19.3197,-99.2099,Álvaro Obregón,Distrito Federal,Jardines del Pedregal,"$2,670.00",AMAZON
12,02010,1,559.0,1.0,19.425833333333333,-99.1387,Azcapotzalco,Distrito Federal,"Nuevo Barrio San Rafael, San Rafael, Los Reyes",$559.00,AMAZON
13,02800,4,285.0,2.0,19.4625,-99.1682,Azcapotzalco,Distrito Federal,Nueva Santa María,$285.00,AMAZON
14,03000,1,99.0,1.0,19.4026,-99.1547,Benito Juárez,Distrito Federal,Piedad Narvarte,$99.00,AMAZON
15,03020,1,389.0,1.0,19.400350000000003,-99.14485,Benito Juárez,Distrito Federal,"Esperanza, Narvarte Poniente",$389.00,AMAZON
16,03100,4,548.0,2.0,19.3831,-99.1743,Benito Juárez,Distrito Federal,"Del Valle Centro, Insurgentes San Borja",$548.00,AMAZON
17,03200,1,198.0,1.0,19.3833,-99.1667,Benito Juárez,Distrito Federal,Tlacoquemécatl,$198.00,AMAZON
18,03310,1,387.07,1.0,19.3686,-99.1622,Benito Juárez,Distrito Federal,Santa Cruz Atoyac,$387.07,AMAZON
19,03340,1,350.0,1.0,19.3663,-99.1622,Benito Juárez,Distrito Federal,General Pedro María Anaya,$350.00,AMAZON
20,03400,1,85.0,1.0,19.3975,-99.1422,Benito Juárez,Distrito Federal,Álamos,$85.00,AMAZON
21,03440,1,500.0,1.0,19.3913,-99.1424,Benito Juárez,Distrito Federal,Niños Héroes,$500.00,AMAZON
22,03510,1,186.0,1.0,19.3948,-99.135,Benito Juárez,Distrito Federal,Moderna,$186.00,AMAZON
23,03580,1,192.0,1.0,19.3611,-99.1409,Benito Juárez,Distrito Federal,Miravalle,$192.00,AMAZON
24,03650,4,876.0,2.0,19.3758,-99.1548,Benito Juárez,Distrito Federal,Letrán Valle,$876.00,AMAZON
25,03720,1,428.0,1.0,19.3705,-99.1563,Benito Juárez,Distrito Federal,Nochebuena,$428.00,AMAZON
26,03800,1,259.0,1.0,19.3901,-99.1847,Benito Juárez,Distrito Federal,San Pedro de los Pinos,$259.00,AMAZON
27,03810,4,726.0,2.0,19.3928,-99.1729,Benito Juárez,Distrito Federal,Nápoles,$726.00,AMAZON
28,04200,1,257.76,1.0,19.3459,-99.1346,Coyoacán,Distrito Federal,Campestre Churubusco,$257.76,AMAZON
29,04330,1,333.0,1.0,19.338385714285717,-99.15248571428572,Coyoacán,Distrito Federal,"Pueblo de los Reyes, Pacifico, Pedregal de Coyoacán, Barrio del Niño Jesús, Rinconada de los Reyes, El Rosedal, Rosedal",$333.00,AMAZON
30,04380,1,729.0,1.0,19.41765,-99.1773,Coyoacán,Distrito Federal,"El Rosario, Pueblo La Candelaria",$729.00,AMAZON
31,04460,1,495.0,1.0,19.3288,-99.1347,Coyoacán,Distrito Federal,Avante,$495.00,AMAZON
32,04530,4,927.0,2.0,19.3003,-99.1959,Coyoacán,Distrito Federal,Insurgentes Cuicuilco,$927.00,AMAZON
33,05100,4,1818.0,4.0,19.3792,-99.2703,Cuajimalpa de Morelos,Distrito Federal,Lomas de Vista Hermosa,"$1,818.00",AMAZON
34,05120,9,829.0,3.0,19.3789,-99.2659,Cuajimalpa de Morelos,Distrito Federal,Bosques de las Lomas,$829.00,AMAZON
35,05129,1,188.0,1.0,19.3937,-99.2625,Cuajimalpa de Morelos,Distrito Federal,Lomas del Chamizal,$188.00,AMAZON
36,05320,1,289.0,1.0,19.3615,-99.2844,Cuajimalpa de Morelos,Distrito Federal,El Yaqui,$289.00,AMAZON
37,05330,1,329.0,1.0,19.3581,-99.2881,Cuajimalpa de Morelos,Distrito Federal,"Memetla, Lomas de Memetla, Ampliación Memetla, Ampliación el Yaqui",$329.00,AMAZON
38,05348,4,636.0,2.0,19.3571,-99.2868,Cuajimalpa de Morelos,Distrito Federal,Santa Fe Cuajimalpa,$636.00,AMAZON
39,05349,1,537.0,1.0,19.3571,-99.2868,Cuajimalpa de Morelos,Distrito Federal,Cruz Manca,$537.00,AMAZON
40,05600,9,991.0,3.0,19.3437,-99.2769,Cuajimalpa de Morelos,Distrito Federal,San Mateo Tlaltenango,$991.00,AMAZON
41,06090,1,145.0,1.0,19.4364,-99.1553,Cuauhtémoc,Distrito Federal,Centro (Área 9),$145.00,AMAZON
42,06140,1,2140.0,1.0,19.4121,-99.1795,Cuauhtémoc,Distrito Federal,Condesa,"$2,140.00",AMAZON
43,06500,1,350.0,1.0,19.4451,-99.1461,Cuauhtémoc,Distrito Federal,Cuauhtémoc,$350.00,AMAZON
44,06700,4,498.0,2.0,19.4181,-99.1634,Cuauhtémoc,Distrito Federal,Roma Norte,$498.00,AMAZON
45,06760,1,350.0,1.0,19.4058,-99.1626,Cuauhtémoc,Distrito Federal,Roma Sur,$350.00,AMAZON
46,07149,1,321.0,1.0,19.5683,-99.1311,Gustavo A. Madero,Distrito Federal,Parque Metropolitano,$321.00,AMAZON
47,07150,1,1039.0,1.0,19.5593,-99.13045,Gustavo A. Madero,Distrito Federal,"La Casilda, Juventino Rosas","$1,039.00",AMAZON
48,07300,1,369.0,1.0,19.5039,-99.1325,Gustavo A. Madero,Distrito Federal,"Lindavista Norte, Lindavista Sur",$369.00,AMAZON
49,07360,1,192.0,1.0,19.505450000000003,-99.1265,Gustavo A. Madero,Distrito Federal,"Juan de Dios Bátiz, San Pedro Zacatenco",$192.00,AMAZON
50,07369,1,350.0,1.0,19.5028,-99.1253,Gustavo A. Madero,Distrito Federal,Residencial Zacatenco,$350.00,AMAZON
51,07620,1,185.0,1.0,19.5041,-99.1159,Gustavo A. Madero,Distrito Federal,Santa Rosa,$185.00,AMAZON
52,07860,1,149.0,1.0,19.465,-99.11505,Gustavo A. Madero,Distrito Federal,"Tablas de San Agustín, La Joyita",$149.00,AMAZON
53,08100,1,438.0,1.0,19.4121,-99.0643,Iztacalco,Distrito Federal,Agrícola Pantitlán,$438.00,AMAZON
54,08500,1,67.0,1.0,19.4,-99.0667,Iztacalco,Distrito Federal,Agrícola Oriental,$67.00,AMAZON
55,08610,1,665.0,1.0,19.3956,-99.122,Iztacalco,Distrito Federal,Zapotla,$665.00,AMAZON
56,08930,1,356.0,2.0,19.3843,-99.1215,Iztacalco,Distrito Federal,"Mártires de Tlatelolco, Campamento 2 de Octubre",$356.00,AMAZON
57,09100,1,204.0,1.0,19.3919,-99.0435,Iztapalapa,Distrito Federal,Juan Escutia,$204.00,AMAZON
58,09260,1,210.0,2.0,19.386,-99.0928,Iztapalapa,Distrito Federal,Constitución de 1917,$210.00,AMAZON
59,09310,1,339.0,1.0,19.3814,-99.0891,Iztapalapa,Distrito Federal,"Leyes de Reforma 3a Sección, Leyes de Reforma 1a Sección, Leyes de Reforma 2a Sección",$339.00,AMAZON
60,09360,1,569.0,1.0,19.37048,-99.04912,Iztapalapa,Distrito Federal,"INFONAVIT, San Miguel, Ampliación San Miguel, Hidalgo y Mina, Ermita Iztapalapa",$569.00,AMAZON
61,09700,1,349.0,1.0,19.36012857142857,-99.065,Iztapalapa,Distrito Federal,"Cuauhtémoc, Carlos Hank Gonzalez, Matamoros, Morelos II, Buenavista, Santa Cruz Meyehualco, Desarrollo Urbano Quetzalcoatl",$349.00,AMAZON
62,09720,1,79.0,1.0,19.36675,-99.1307,Iztapalapa,Distrito Federal,"La Era, Francisco Villa",$79.00,AMAZON
63,10010,1,169.0,1.0,19.269,-99.2684,La Magdalena Contreras,Distrito Federal,"La Malinche, San Bartolo Ameyalco",$169.00,AMAZON
64,10200,16,1230.0,4.0,19.3265,-99.2255,La Magdalena Contreras,Distrito Federal,San Jerónimo Lídice,"$1,230.00",AMAZON
65,10320,1,99.0,1.0,19.3253,-99.2496,La Magdalena Contreras,Distrito Federal,El Tanque,$99.00,AMAZON
66,10500,1,230.0,1.0,19.3061,-99.2392,La Magdalena Contreras,Distrito Federal,Barrio San Francisco,$230.00,AMAZON
67,10640,1,537.0,1.0,19.302833333333336,-99.252,La Magdalena Contreras,Distrito Federal,"Pueblo Nuevo Alto, Pueblo Nuevo Bajo, La Carbonera",$537.00,AMAZON
68,11000,16,1474.0,4.0,19.4234,-99.2033,Miguel Hidalgo,Distrito Federal,"Lomas de Chapultepec I Sección, Lomas de Chapultepec VIII Sección, Lomas de Chapultepec IV Sección, Lomas de Chapultepec II Sección, Lomas de Chapultepec III Sección, Lomas de Chapultepec V Sección, Lomas de Chapultepec VI Sección, Lomas de Chapultepec VII Sección","$1,474.00",AMAZON
69,11200,1,298.0,1.0,19.43895,-99.20995,Miguel Hidalgo,Distrito Federal,"Lomas Hermosa, Lomas de Sotelo",$298.00,AMAZON
70,11320,4,932.0,2.0,19.4514,-99.1723,Miguel Hidalgo,Distrito Federal,"Anáhuac I Sección, Anáhuac II Sección",$932.00,AMAZON
71,11350,1,504.0,1.0,19.4548,-99.1688,Miguel Hidalgo,Distrito Federal,Plutarco Elías Calles,$504.00,AMAZON
72,11370,1,455.0,1.0,19.4401,-99.1697,Miguel Hidalgo,Distrito Federal,Tlaxpana,$455.00,AMAZON
73,11500,1,245.0,1.0,19.4419,-99.21,Miguel Hidalgo,Distrito Federal,Irrigación,$245.00,AMAZON
74,11520,1,220.0,1.0,19.4407,-99.1964,Miguel Hidalgo,Distrito Federal,Granada,$220.00,AMAZON
75,11560,9,1067.0,3.0,19.4343,-99.1933,Miguel Hidalgo,Distrito Federal,Polanco V Sección,"$1,067.00",AMAZON
76,11590,4,570.0,2.0,19.4311,-99.1775,Miguel Hidalgo,Distrito Federal,Anzures,$570.00,AMAZON
77,11700,16,1244.0,4.0,19.4419,-99.197,Miguel Hidalgo,Distrito Federal,Bosque de las Lomas,"$1,244.00",AMAZON
78,11840,1,499.0,1.0,19.4043,-99.1928,Miguel Hidalgo,Distrito Federal,Ampliación Daniel Garza,$499.00,AMAZON
79,11850,16,1198.0,4.0,19.4043,-99.1928,Miguel Hidalgo,Distrito Federal,"San Miguel Chapultepec I Sección, San Miguel Chapultepec II Sección","$1,198.00",AMAZON
80,11930,1,438.0,1.0,19.4034,-99.234,Miguel Hidalgo,Distrito Federal,Lomas de Reforma,$438.00,AMAZON
81,13094,1,245.0,1.0,19.2251,-98.9641,Tláhuac,Distrito Federal,San Isidro,$245.00,AMAZON
82,14030,1,423.0,1.0,19.1983,-99.2063,Tlalpan,Distrito Federal,Isidro Fabela,$423.00,AMAZON
83,14250,1,328.0,1.0,19.37515,-99.201725,Tlalpan,Distrito Federal,"Miguel Hidalgo, Miguel Hidalgo 4A Sección, Miguel Hidalgo 2A Sección, Miguel Hidalgo 3A Sección",$328.00,AMAZON
84,14388,1,319.0,1.0,19.1983,-99.2063,Tlalpan,Distrito Federal,Guadalupe,$319.00,AMAZON
85,14390,4,707.0,2.0,19.27525,-99.1503,Tlalpan,Distrito Federal,"Narciso Mendoza, Residencial Villa Coapa, Rinconada Las Hadas, Villa Coapa",$707.00,AMAZON
86,14400,25,603.0,5.0,19.252,-99.1708,Tlalpan,Distrito Federal,San Andrés Totoltepec,$603.00,AMAZON
87,14420,1,321.0,1.0,19.276300000000003,-99.18346666666666,Tlalpan,Distrito Federal,"Cumbres de Tepetongo, Santa Úrsula Xitla, Mesa de los Hornos",$321.00,AMAZON
88,15700,1,469.0,1.0,19.4153,-99.0829,Venustiano Carranza,Distrito Federal,Federal,$469.00,AMAZON
89,15740,1,455.0,1.0,19.4137,-99.0782,Venustiano Carranza,Distrito Federal,Aviación Civil,$455.00,AMAZON
90,15900,1,102.0,1.0,19.4157,-99.1055,Venustiano Carranza,Distrito Federal,Jardín Balbuena,$102.00,AMAZON
91,16010,1,219.0,1.0,19.271283333333333,-99.12121666666668,Xochimilco,Distrito Federal,"Arcos del Sur, Las Peritas, San Bartolo El Chico, Paseos del Sur, Aldama, Bosque Residencial del Sur",$219.00,AMAZON
92,20020,1,345.0,1.0,21.796675,-102.33025,Aguascalientes,Aguascalientes,"Circunvalación Norte, Las Arboledas, Buenos Aires, Villas de San Francisco",$345.00,AMAZON
93,20070,1,75.0,1.0,21.8734,-102.2806,Aguascalientes,Aguascalientes,"San Marcos, Guadalupe Posada",$75.00,AMAZON
94,20116,1,531.0,1.0,21.880675,-102.358525,Aguascalientes,Aguascalientes,"La Troje, Trojes de Alonso, Santa Fe, San Telmo Residencial",$531.00,AMAZON
95,20126,4,835.0,2.0,21.99213125,-102.206046875,Aguascalientes,Aguascalientes,"Rinconada del Puertecito, Residencial las Plazas, Privada Guadalupe, Pozo Bravo Sur, Lomas de La Asunción, El Rosedal, Constitución, Cartagena 1947, Villa de Nuestra Señora de La Asunción Sector San Marcos, Villa Loma Dorada, Villa Teresa, Villa Montaña, Villa de Nuestra Señora de La Asunción Sector Alameda, San José de Pozo Bravo, Rinconada Pozo Bravo, Soberana Convención Revolucionaria, Villa Notre Dame, Villa de Nuestra Señora de La Asunción Sector Encino, Villa de Nuestra Señora de La Asunción Sector Guadalupe, Villa de Nuestra Señora de La Asunción Sector Estación, Villas de Don Antonio, Villas de La Convención, Villas del Río, Montebello Della Stanza, La Soledad, Jardines de Montebello, Los Ángeles, Libertad, El Puertecito, Natura, Los Naranjos, Pozo Bravo Norte",$835.00,AMAZON
96,20235,1,350.0,1.0,21.8767,-102.1885,Aguascalientes,Aguascalientes,"Villa Jardín, El Dorado 2a Sección, El Dorado 1a Sección, Valle Dorado",$350.00,AMAZON
97,20908,1,369.0,1.0,21.95438181818182,-102.3138,Jesús María,Aguascalientes,"Rancho San Miguel, Quintas de Monticello, Belmondo, Andares, Viña Antigua, Villas del Molino, Trojes de San Cristóbal, Rinconada Cuauhtémoc, Residencial Marcellana, Residencial Cedros, Reserva San Cristóbal, Punta Norte, Privanza de Gratamira, Nura, Mayorazgo San Cristóbal, La Arborada, Catania Spazio, Porta Real, Los Gavilanes, Tepetates, Granja Lizzy, Alcázar Residencial",$369.00,AMAZON
98,20923,1,257.0,1.0,21.962100000000003,-102.33440833333331,Jesús María,Aguascalientes,"San Miguelito, Rinconada Jesús María, La Cardona, Flores Magón, La Villa Residencial, Los Álamos, Residencial Jesús María, Real Campestre, Los Arroyitos, La Cuesta, Las Culebras, Ruiseñores",$257.00,AMAZON
99,21000,1,188.0,1.0,31.7497,-115.1105,Mexicali,Baja California,Centro Cívico,$188.00,AMAZON
100,21020,1,225.0,1.0,31.7497,-115.1105,Mexicali,Baja California,Burócrata,$225.00,AMAZON
101,21060,1,349.0,1.0,31.7497,-115.1105,Mexicali,Baja California,"Indeco Anáhuac, Anáhuac, Constituyentes, Josué Molina",$349.00,AMAZON
102,21200,1,149.0,1.0,32.586,-115.3036,Mexicali,Baja California,"Cuauhtémoc Sur, Cuauhtémoc Norte",$149.00,AMAZON
103,21225,1,528.0,1.0,32.659,-115.4005,Mexicali,Baja California,"Cerrada del Sol, Valle de Álamo, Veredas del Sol, Privada Vistahermosa, Residencial Marsella",$528.00,AMAZON
104,21230,4,675.0,3.0,32.38411428571429,-114.9221285714286,Mexicali,Baja California,"Las Fuentes, Unidad Patria, La Escondida, Aviación, Los Pinos, Periodista, Justo Sierra",$675.00,AMAZON
105,21255,1,480.0,1.0,32.5346,-115.0741,Mexicali,Baja California,"Montecarlo, Montecarlo 3a Sección, Residencial Puerta de Alcalá, Villas San Ángel, Puerta de Hierro, Quinta Montecarlo, Residencial Casa Maya, Residencial Casa Maya II, Balboa Residencial, Montecarlo 2a Sección",$480.00,AMAZON
106,21378,1,398.0,1.0,32.5211,-115.34325555555556,Mexicali,Baja California,"Villas del Palmar, Sevilla, Nuevo Amanecer, Villa del Cedro, Sombras Jery, Lomas de Abasolo, Saturno, Residencial Sevilla 2a Sección, La Toscana Residencial",$398.00,AMAZON
107,21389,1,219.0,1.0,32.4216,-115.2209,Mexicali,Baja California,"Hidalgo, Villa Mediterránea Segunda Etapa, Des. Urbanos Zacatecas II, Villa Mediterránea Cuarta Etapa, Villa Mediterránea Tercera Etapa, Villa Mediterránea Primera Etapa",$219.00,AMAZON
108,21410,1,249.0,1.0,32.490766666666666,-116.2967,Tecate,Baja California,"Romero, Espinoza, Prohogar",$249.00,AMAZON
109,22000,1,328.0,1.0,32.4179,-116.87213333333334,Tijuana,Baja California,"Zona Centro, Zona Este, Zona Norte",$328.00,AMAZON
110,22106,1,188.0,1.0,32.313233333333336,-116.70433333333332,Tijuana,Baja California,"Electricistas, Hacienda Acueducto, Magaña, Alicia Carrillo, Sonoita, Luz Juárez, Gerónimo Meza, Camichin, Contreras, Quinta Alta, Angélica, Guillen, Santa Rosa, Gertrudis Green, Leos Montoya, López Lucio, Gerónimo Meza Este, Alcalá, Reynoso, Reynoso Parcela 162, Jardines de San Carlos, Cortez, Contreras Oeste, San Carlos, La Escondida, El Paraíso, Las Palmas",$188.00,AMAZON
111,22190,1,559.0,1.0,32.4103,-116.836,Tijuana,Baja California,"Felipa Velázquez, Camino Verde (Cañada Verde), Cuauhtémoc",$559.00,AMAZON
112,22194,1,475.0,1.0,32.4317,-116.85684,Tijuana,Baja California,"Santa Cecilia, Jardines de Agua Caliente, Residencial Agua Caliente, Los Olivos, Villa Colonial",$475.00,AMAZON
113,22195,1,350.0,1.0,32.40154444444445,-116.83006666666668,Tijuana,Baja California,"Real del Monte, Los Olivos Norte, Santa Anita, Monte Bello, El Mirador (La Mesa), Hipódromo Dos, Colinas de San Ángel, Sonora, Camino Real",$350.00,AMAZON
114,22204,1,269.0,1.0,32.329181818181816,-116.68644545454544,Tijuana,Baja California,"Altiplano, Valle Verde, Planicie, Valle Imperial, Colas del Matamoros, Ribera del Bosque, El Peñón, Altiplano 5a Sección, Villa Residencial del Bosque, Ejido Matamoros, El Mirador",$269.00,AMAZON
115,22214,1,469.0,1.0,32.41961428571428,-117.03117142857144,Tijuana,Baja California,"Urbiquinta Marsella, Patria Nueva, Loma Dorada, Ampliación Guaycura, Mesetas del Guaycura, Pórticos del Lago, Residencial El Fuerte",$469.00,AMAZON
116,22234,1,504.0,1.0,32.405,-116.7997,Tijuana,Baja California,"Mariano Matamoros (Sur), Mariano Matamoros (Centro), Ejido Francisco Villa Sur",$504.00,AMAZON
117,22414,4,848.0,3.0,32.5333,-116.7333,Tijuana,Baja California,"Kennedy, Anexa Buena Vista, Tomas Aquino",$848.00,AMAZON
118,22505,1,504.0,1.0,32.4475875,-116.9742375,Tijuana,Baja California,"Mar de Cortez, La Perla Bahía, Playas de Tijuana Sección el Dorado, Coral Beach, Playas de Tijuana Sección Jardines del Sol, Playas de Tijuana Sección La Riviera, Leonardo Rodriguez Alcaine, La Perla Residencial",$504.00,AMAZON
119,22626,1,570.0,2.0,32.4345,-116.9469,Tijuana,Baja California,"El Rubí, Rubí Aguadores",$570.00,AMAZON
120,22710,1,75.0,1.0,32.24451111111111,-116.9738,Playas de Rosarito,Baja California,"La Cascada, Camino Alegre, Villa Mar, Playa Hermosa, Cantamar, Cuenca Lechera, El Mañana, Venustiano Carranza, Popotla",$75.00,AMAZON
121,22790,1,479.0,1.0,31.5945875,-116.4567875,Ensenada,Baja California,"El Paraíso, Cañón Buenavista, Loma Bonita, Vista del Valle, Praderas del Sol, El Morro, Maneadero, Las Brisas",$479.00,AMAZON
122,22800,1,438.0,1.0,31.8156,-116.5761,Ensenada,Baja California,Ensenada Centro,$438.00,AMAZON
123,22810,1,348.0,1.0,31.884100000000004,-116.58570588235295,Ensenada,Baja California,"Popular Valle Verde 1, Reacomodo Lomitas, Margaritas, Lomas y Jardines de Valle Verde, Arco iris, Lázaro Cárdenas 1, Lázaro Cárdenas 2, Villas del Cedro III, Lomitas IV, Villas del Cedro II, Villas del Cedro I, 2 de Septiembre, Lomitas III, Relotifica (lomita), Luis Donaldo Colosio, Ejido Ruiz Cortines, Las Lomitas",$348.00,AMAZON
124,22819,1,2199.0,1.0,31.9494125,-116.569425,Ensenada,Baja California,"Rogelio Appel Chacón, Residencial del Prado Dos, Popular Valle Verde 2, Residencial del Prado Uno, Ricardo Flores Magón, Misiones de La Presa, Los Encinos, Balcones de La Presa","$2,199.00",AMAZON
