,SUCURSAL,Lunes,Martes,MiÃ©rcoles,Jueves,Viernes,SÃ¡bado,Domingo
0,AMAZON,0.1721799160487029,0.1512629185747556,0.1398305515343391,0.1333268049513466,0.1501620239708637,0.1282642294861763,0.1249735554338156
1,MERCADOLIBRE,0.1660980672447736,0.1578336919112182,0.1720366072552691,0.1510149555389419,0.1436614163139381,0.1081973021424425,0.1011579595934161
2,INTERNET,0.1637846294424677,0.1625165666271039,0.1509812855325046,0.1732117167745516,0.1591623359542062,0.1094246959481145,0.0809187697210513
0,TOTAL CADENA,0.16735420424531475,0.1572043923710259,0.1542828147740376,0.15251782575494668,0.150995258746336,0.11529540919224444,0.10235009491609433
